START_TIME,STOP_TIME,GROUP0,GROUP1,ANNOTATION_LABELS,ACTIVITY,POSTURE,ACTIVITY_GROUP,SEDENTARY_AMBULATION_CYCLING
2015-09-24 15:25:32.800,2015-09-24 15:25:45.600,SPADES_1,diego,standing walking,Transition,Transition,Transition,Transition
2015-09-24 15:25:45.600,2015-09-24 15:25:58.400,SPADES_1,diego,drink standing,Transition,Transition,Transition,Transition
2015-09-24 15:25:58.400,2015-09-24 15:26:11.200,SPADES_1,diego,drink standing,Transition,Transition,Transition,Transition
2015-09-24 15:26:11.200,2015-09-24 15:26:24.000,SPADES_1,diego,standing,Self-selected free standing,Upright,Standing,Others
2015-09-24 15:26:24.000,2015-09-24 15:26:36.800,SPADES_1,diego,bag standing,Transition,Transition,Transition,Transition
2015-09-24 15:26:36.800,2015-09-24 15:26:49.600,SPADES_1,diego,bag standing,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:26:49.600,2015-09-24 15:27:02.400,SPADES_1,diego,bag down stairs standing,Transition,Transition,Transition,Transition
2015-09-24 15:27:02.400,2015-09-24 15:27:15.200,SPADES_1,diego,bag down stairs standing walking,Transition,Transition,Transition,Transition
2015-09-24 15:27:15.200,2015-09-24 15:27:28.000,SPADES_1,diego,bag down stairs walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:27:28.000,2015-09-24 15:27:40.800,SPADES_1,diego,bag down stairs walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:27:40.800,2015-09-24 15:27:53.600,SPADES_1,diego,bag down stairs walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:27:53.600,2015-09-24 15:28:06.400,SPADES_1,diego,bag down outdoors stairs walking,Transition,Transition,Transition,Transition
2015-09-24 15:28:06.400,2015-09-24 15:28:19.200,SPADES_1,diego,bag outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:28:19.200,2015-09-24 15:28:32.000,SPADES_1,diego,bag outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:28:32.000,2015-09-24 15:28:44.800,SPADES_1,diego,bag outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:28:44.800,2015-09-24 15:28:57.600,SPADES_1,diego,bag outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:28:57.600,2015-09-24 15:29:10.400,SPADES_1,diego,bag outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:29:10.400,2015-09-24 15:29:23.200,SPADES_1,diego,bag outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:29:23.200,2015-09-24 15:29:36.000,SPADES_1,diego,bag outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:29:36.000,2015-09-24 15:29:48.800,SPADES_1,diego,bag outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:29:48.800,2015-09-24 15:30:01.600,SPADES_1,diego,bag outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:30:01.600,2015-09-24 15:30:14.400,SPADES_1,diego,bag outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:30:14.400,2015-09-24 15:30:27.200,SPADES_1,diego,bag outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:30:27.200,2015-09-24 15:30:40.000,SPADES_1,diego,escalator standing up walking,Transition,Transition,Transition,Transition
2015-09-24 15:30:40.000,2015-09-24 15:30:52.800,SPADES_1,diego,bag escalator standing up,Transition,Transition,Transition,Transition
2015-09-24 15:30:52.800,2015-09-24 15:31:05.600,SPADES_1,diego,bag escalator standing up walking,Transition,Transition,Transition,Transition
2015-09-24 15:31:05.600,2015-09-24 15:31:18.400,SPADES_1,diego,bag down stairs walking,Transition,Transition,Transition,Transition
2015-09-24 15:31:18.400,2015-09-24 15:31:31.200,SPADES_1,diego,bag down outdoors stairs walking,Transition,Transition,Transition,Transition
2015-09-24 15:31:31.200,2015-09-24 15:31:44.000,SPADES_1,diego,bag outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:31:44.000,2015-09-24 15:31:56.800,SPADES_1,diego,bag outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:31:56.800,2015-09-24 15:32:09.600,SPADES_1,diego,bag outdoors walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:32:09.600,2015-09-24 15:32:22.400,SPADES_1,diego,bag outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:32:22.400,2015-09-24 15:32:35.200,SPADES_1,diego,bag outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:32:35.200,2015-09-24 15:32:48.000,SPADES_1,diego,bag outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:32:48.000,2015-09-24 15:33:00.800,SPADES_1,diego,bag outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:33:00.800,2015-09-24 15:33:13.600,SPADES_1,diego,bag outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:33:13.600,2015-09-24 15:33:26.400,SPADES_1,diego,bag outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:33:26.400,2015-09-24 15:33:39.200,SPADES_1,diego,bag outdoors telling story walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:33:39.200,2015-09-24 15:33:52.000,SPADES_1,diego,bag outdoors telling story walking,Transition,Transition,Transition,Transition
2015-09-24 15:33:52.000,2015-09-24 15:34:04.800,SPADES_1,diego,bag walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:34:04.800,2015-09-24 15:34:17.600,SPADES_1,diego,bag elevator standing up walking,Transition,Transition,Transition,Transition
2015-09-24 15:34:17.600,2015-09-24 15:34:30.400,SPADES_1,diego,bag elevator standing up,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:34:30.400,2015-09-24 15:34:43.200,SPADES_1,diego,bag elevator standing up walking,Transition,Transition,Transition,Transition
2015-09-24 15:34:43.200,2015-09-24 15:34:56.000,SPADES_1,diego,bag walking,Transition,Transition,Transition,Transition
2015-09-24 15:35:21.600,2015-09-24 15:35:34.400,SPADES_1,diego,standing,Transition,Transition,Transition,Transition
2015-09-24 15:35:34.400,2015-09-24 15:35:47.200,SPADES_1,diego,shelf unload standing,Standing loading/unloading shelf,Upright,Standing,Others
2015-09-24 15:35:47.200,2015-09-24 15:36:00.000,SPADES_1,diego,shelf reload shelf unload standing,Transition,Transition,Transition,Transition
2015-09-24 15:36:00.000,2015-09-24 15:36:12.800,SPADES_1,diego,shelf reload standing,Standing loading/unloading shelf,Upright,Standing,Others
2015-09-24 15:36:12.800,2015-09-24 15:36:25.600,SPADES_1,diego,shelf reload standing,Standing loading/unloading shelf,Upright,Standing,Others
2015-09-24 15:36:25.600,2015-09-24 15:36:38.400,SPADES_1,diego,shelf reload standing,Transition,Transition,Transition,Transition
2015-09-24 15:36:38.400,2015-09-24 15:36:51.200,SPADES_1,diego,lying,Transition,Transition,Transition,Transition
2015-09-24 15:36:51.200,2015-09-24 15:37:04.000,SPADES_1,diego,lying,Lying on the back,Lying,Lying,Sedentary
2015-09-24 15:37:04.000,2015-09-24 15:37:16.800,SPADES_1,diego,lying,Lying on the back,Lying,Lying,Sedentary
2015-09-24 15:37:16.800,2015-09-24 15:37:29.600,SPADES_1,diego,lying,Lying on the back,Lying,Lying,Sedentary
2015-09-24 15:37:29.600,2015-09-24 15:37:42.400,SPADES_1,diego,lying,Lying on the back,Lying,Lying,Sedentary
2015-09-24 15:37:42.400,2015-09-24 15:37:55.200,SPADES_1,diego,sitting,Transition,Transition,Transition,Transition
2015-09-24 15:37:55.200,2015-09-24 15:38:08.000,SPADES_1,diego,sitting,Sitting still,Sitting,Sitting,Sedentary
2015-09-24 15:38:08.000,2015-09-24 15:38:20.800,SPADES_1,diego,sitting,Sitting still,Sitting,Sitting,Sedentary
2015-09-24 15:38:20.800,2015-09-24 15:38:33.600,SPADES_1,diego,sitting,Sitting still,Sitting,Sitting,Sedentary
2015-09-24 15:38:33.600,2015-09-24 15:38:46.400,SPADES_1,diego,sitting telling story,Transition,Transition,Transition,Transition
2015-09-24 15:38:46.400,2015-09-24 15:38:59.200,SPADES_1,diego,arms on desk sitting telling story,Transition,Transition,Transition,Transition
2015-09-24 15:38:59.200,2015-09-24 15:39:12.000,SPADES_1,diego,arms on desk sitting telling story,Sitting and talking,Sitting,Sitting,Sedentary
2015-09-24 15:39:12.000,2015-09-24 15:39:24.800,SPADES_1,diego,arms on desk sitting telling story,Sitting and talking,Sitting,Sitting,Sedentary
2015-09-24 15:39:24.800,2015-09-24 15:39:37.600,SPADES_1,diego,arms on desk sitting telling story,Transition,Transition,Transition,Transition
2015-09-24 15:39:37.600,2015-09-24 15:39:50.400,SPADES_1,diego,arms on desk reclining web browsing,Transition,Transition,Transition,Transition
2015-09-24 15:39:50.400,2015-09-24 15:40:03.200,SPADES_1,diego,arms on desk reclining web browsing,Reclining and using phone,Sitting,Sitting,Sedentary
2015-09-24 15:40:03.200,2015-09-24 15:40:16.000,SPADES_1,diego,arms on desk reclining web browsing,Reclining and using phone,Sitting,Sitting,Sedentary
2015-09-24 15:40:16.000,2015-09-24 15:40:28.800,SPADES_1,diego,arms on desk reclining web browsing,Reclining and using phone,Sitting,Sitting,Sedentary
2015-09-24 15:40:28.800,2015-09-24 15:40:41.600,SPADES_1,diego,arms on desk reclining web browsing,Transition,Transition,Transition,Transition
2015-09-24 15:40:41.600,2015-09-24 15:40:54.400,SPADES_1,diego,biking,Transition,Transition,Transition,Transition
2015-09-24 15:40:54.400,2015-09-24 15:41:07.200,SPADES_1,diego,biking stationary,Transition,Transition,Transition,Transition
2015-09-24 15:41:07.200,2015-09-24 15:41:20.000,SPADES_1,diego,biking stationary,Stationary cycle ergometry,Sitting,Biking,Cycling
2015-09-24 15:41:20.000,2015-09-24 15:41:32.800,SPADES_1,diego,biking stationary,Stationary cycle ergometry,Sitting,Biking,Cycling
2015-09-24 15:41:32.800,2015-09-24 15:41:45.600,SPADES_1,diego,biking stationary,Stationary cycle ergometry,Sitting,Biking,Cycling
2015-09-24 15:41:45.600,2015-09-24 15:41:58.400,SPADES_1,diego,biking stationary,Stationary cycle ergometry,Sitting,Biking,Cycling
2015-09-24 15:41:58.400,2015-09-24 15:42:11.200,SPADES_1,diego,biking stationary,Stationary cycle ergometry,Sitting,Biking,Cycling
2015-09-24 15:42:24.000,2015-09-24 15:42:36.800,SPADES_1,diego,treadmill walking,Transition,Transition,Transition,Transition
2015-09-24 15:42:36.800,2015-09-24 15:42:49.600,SPADES_1,diego,arms on desk treadmill walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:42:49.600,2015-09-24 15:43:02.400,SPADES_1,diego,1 mph arms on desk treadmill walking,Transition,Transition,Transition,Transition
2015-09-24 15:43:02.400,2015-09-24 15:43:15.200,SPADES_1,diego,1 mph arms on desk treadmill walking,Level treadmill walking at 1 mph with arms on desk,Upright,Walking,Ambulation
2015-09-24 15:43:15.200,2015-09-24 15:43:28.000,SPADES_1,diego,1 mph arms on desk treadmill walking,Level treadmill walking at 1 mph with arms on desk,Upright,Walking,Ambulation
2015-09-24 15:43:28.000,2015-09-24 15:43:40.800,SPADES_1,diego,1 mph arms on desk treadmill walking,Transition,Transition,Transition,Transition
2015-09-24 15:43:40.800,2015-09-24 15:43:53.600,SPADES_1,diego,2 mph arms on desk treadmill walking,Level treadmill walking at 2 mph with arms on desk,Upright,Walking,Ambulation
2015-09-24 15:43:53.600,2015-09-24 15:44:06.400,SPADES_1,diego,2 mph arms on desk treadmill walking,Level treadmill walking at 2 mph with arms on desk,Upright,Walking,Ambulation
2015-09-24 15:44:06.400,2015-09-24 15:44:19.200,SPADES_1,diego,2 mph arms on desk treadmill walking,Level treadmill walking at 2 mph with arms on desk,Upright,Walking,Ambulation
2015-09-24 15:44:19.200,2015-09-24 15:44:32.000,SPADES_1,diego,2 mph arms on desk treadmill walking,Level treadmill walking at 2 mph with arms on desk,Upright,Walking,Ambulation
2015-09-24 15:44:32.000,2015-09-24 15:44:44.800,SPADES_1,diego,2 mph arms on desk treadmill walking,Transition,Transition,Transition,Transition
2015-09-24 15:44:44.800,2015-09-24 15:44:57.600,SPADES_1,diego,3.5 mph treadmill walking,Transition,Transition,Transition,Transition
2015-09-24 15:44:57.600,2015-09-24 15:45:10.400,SPADES_1,diego,3.5 mph treadmill walking,Unknown,Unknown,Unknown,Unknown
2015-09-24 15:45:10.400,2015-09-24 15:45:23.200,SPADES_1,diego,3.5 mph texting treadmill walking,Transition,Transition,Transition,Transition
2015-09-24 15:45:23.200,2015-09-24 15:45:36.000,SPADES_1,diego,3.5 mph texting treadmill walking,Level treadmill walking at 3-3.5 mph,Upright,Walking,Ambulation
2015-09-24 15:45:36.000,2015-09-24 15:45:48.800,SPADES_1,diego,3 mph 3.5 mph bag dominant hand texting treadmill walking,Transition,Transition,Transition,Transition
2015-09-24 15:45:48.800,2015-09-24 15:46:01.600,SPADES_1,diego,3 mph bag dominant hand treadmill walking,Level treadmill walking at 3-3.5 mph and carrying a bag,Upright,Walking,Ambulation
2015-09-24 15:46:01.600,2015-09-24 15:46:14.400,SPADES_1,diego,3 mph bag dominant hand treadmill walking,Level treadmill walking at 3-3.5 mph and carrying a bag,Upright,Walking,Ambulation
2015-09-24 15:46:14.400,2015-09-24 15:46:27.200,SPADES_1,diego,3 mph bag dominant hand treadmill walking,Level treadmill walking at 3-3.5 mph and carrying a bag,Upright,Walking,Ambulation
2015-09-24 15:46:27.200,2015-09-24 15:46:40.000,SPADES_1,diego,3 mph bag dominant hand treadmill walking,Level treadmill walking at 3-3.5 mph and carrying a bag,Upright,Walking,Ambulation
2015-09-24 15:46:40.000,2015-09-24 15:46:52.800,SPADES_1,diego,3 mph bag dominant hand treadmill walking,Level treadmill walking at 3-3.5 mph and carrying a bag,Upright,Walking,Ambulation
2015-09-24 15:46:52.800,2015-09-24 15:47:05.600,SPADES_1,diego,3 mph bag dominant hand treadmill walking,Level treadmill walking at 3-3.5 mph and carrying a bag,Upright,Walking,Ambulation
2015-09-24 15:47:05.600,2015-09-24 15:47:18.400,SPADES_1,diego,3 mph bag dominant hand treadmill walking,Level treadmill walking at 3-3.5 mph and carrying a bag,Upright,Walking,Ambulation
2015-09-24 15:47:18.400,2015-09-24 15:47:31.200,SPADES_1,diego,3 mph bag dominant hand treadmill walking,Transition,Transition,Transition,Transition
2015-09-24 15:47:31.200,2015-09-24 15:47:44.000,SPADES_1,diego,5.5 mph 5%grade jog/running treadmill,Transition,Transition,Transition,Transition
2015-09-24 15:47:44.000,2015-09-24 15:47:56.800,SPADES_1,diego,5.5 mph 5%grade jog/running treadmill,Treadmill running at 5.5 mph & 5% grade,Upright,Running,Ambulation
2015-09-24 15:47:56.800,2015-09-24 15:48:09.600,SPADES_1,diego,5.5 mph 5%grade jog/running treadmill,Treadmill running at 5.5 mph & 5% grade,Upright,Running,Ambulation
2015-09-24 15:48:09.600,2015-09-24 15:48:22.400,SPADES_1,diego,5.5 mph 5%grade jog/running treadmill,Treadmill running at 5.5 mph & 5% grade,Upright,Running,Ambulation
2015-09-24 15:48:22.400,2015-09-24 15:48:35.200,SPADES_1,diego,5.5 mph 5%grade jog/running treadmill,Treadmill running at 5.5 mph & 5% grade,Upright,Running,Ambulation
2015-09-24 15:48:35.200,2015-09-24 15:48:48.000,SPADES_1,diego,walking,Transition,Transition,Transition,Transition
2015-09-24 15:48:48.000,2015-09-24 15:49:00.800,SPADES_1,diego,3 mph phone talking treadmill walking,Transition,Transition,Transition,Transition
2015-09-24 15:49:00.800,2015-09-24 15:49:13.600,SPADES_1,diego,3 mph phone talking treadmill walking,Level treadmill walking at 3-3.5 mph while holding a phone with dominant arm to the ear and talking,Upright,Walking,Ambulation
2015-09-24 15:49:13.600,2015-09-24 15:49:26.400,SPADES_1,diego,3 mph phone talking treadmill walking,Level treadmill walking at 3-3.5 mph while holding a phone with dominant arm to the ear and talking,Upright,Walking,Ambulation
2015-09-24 15:49:26.400,2015-09-24 15:49:39.200,SPADES_1,diego,3 mph phone talking treadmill walking,Level treadmill walking at 3-3.5 mph while holding a phone with dominant arm to the ear and talking,Upright,Walking,Ambulation
2015-09-24 15:49:39.200,2015-09-24 15:49:52.000,SPADES_1,diego,3 mph phone talking treadmill walking,Level treadmill walking at 3-3.5 mph while holding a phone with dominant arm to the ear and talking,Upright,Walking,Ambulation
2015-09-24 15:49:52.000,2015-09-24 15:50:04.800,SPADES_1,diego,3 mph carrying drinking phone talking treadmill walking,Transition,Transition,Transition,Transition
2015-09-24 15:50:04.800,2015-09-24 15:50:17.600,SPADES_1,diego,3 mph carrying drinking dominant hand treadmill walking,Transition,Transition,Transition,Transition
2015-09-24 15:50:17.600,2015-09-24 15:50:30.400,SPADES_1,diego,3 mph carrying drinking dominant hand treadmill walking,Level treadmill walking at 3-3.5 mph and carrying a drink,Upright,Walking,Ambulation
2015-09-24 15:50:30.400,2015-09-24 15:50:43.200,SPADES_1,diego,3 mph carrying drinking dominant hand treadmill walking,Level treadmill walking at 3-3.5 mph and carrying a drink,Upright,Walking,Ambulation
2015-09-24 15:50:43.200,2015-09-24 15:50:56.000,SPADES_1,diego,3 mph carrying drinking dominant hand treadmill walking,Level treadmill walking at 3-3.5 mph and carrying a drink,Upright,Walking,Ambulation
2015-09-24 15:50:56.000,2015-09-24 15:51:08.800,SPADES_1,diego,3 mph carrying drinking dominant hand telling story treadmill walking,Transition,Transition,Transition,Transition
2015-09-24 15:51:08.800,2015-09-24 15:51:21.600,SPADES_1,diego,3 mph telling story treadmill walking,Level treadmill walking at 3-3.5 mph while talking,Upright,Walking,Ambulation
2015-09-24 15:51:21.600,2015-09-24 15:51:34.400,SPADES_1,diego,3 mph telling story treadmill walking,Level treadmill walking at 3-3.5 mph while talking,Upright,Walking,Ambulation
2015-09-24 15:51:34.400,2015-09-24 15:51:47.200,SPADES_1,diego,3 mph telling story treadmill walking,Level treadmill walking at 3-3.5 mph while talking,Upright,Walking,Ambulation
2015-09-24 15:51:47.200,2015-09-24 15:52:00.000,SPADES_1,diego,3 mph telling story treadmill walking,Level treadmill walking at 3-3.5 mph while talking,Upright,Walking,Ambulation
2015-09-24 15:52:00.000,2015-09-24 15:52:12.800,SPADES_1,diego,3 mph telling story treadmill walking,Level treadmill walking at 3-3.5 mph while talking,Upright,Walking,Ambulation
2015-09-24 15:52:25.600,2015-09-24 15:52:38.400,SPADES_1,diego,standing,Self-selected free standing,Upright,Standing,Others
2015-09-24 15:52:38.400,2015-09-24 15:52:51.200,SPADES_1,diego,laundry standing,Standing and folding towels,Upright,Standing,Others
2015-09-24 15:52:51.200,2015-09-24 15:53:04.000,SPADES_1,diego,laundry standing,Standing and folding towels,Upright,Standing,Others
2015-09-24 15:53:04.000,2015-09-24 15:53:16.800,SPADES_1,diego,laundry standing,Standing and folding towels,Upright,Standing,Others
2015-09-24 15:53:16.800,2015-09-24 15:53:29.600,SPADES_1,diego,laundry standing,Standing and folding towels,Upright,Standing,Others
2015-09-24 15:53:29.600,2015-09-24 15:53:42.400,SPADES_1,diego,laundry standing,Standing and folding towels,Upright,Standing,Others
2015-09-24 15:53:42.400,2015-09-24 15:53:55.200,SPADES_1,diego,laundry standing,Standing and folding towels,Upright,Standing,Others
2015-09-24 15:53:55.200,2015-09-24 15:54:08.000,SPADES_1,diego,laundry standing,Standing and folding towels,Upright,Standing,Others
2015-09-24 15:54:08.000,2015-09-24 15:54:20.800,SPADES_1,diego,laundry standing,Standing and folding towels,Upright,Standing,Others
2015-09-24 15:54:20.800,2015-09-24 15:54:33.600,SPADES_1,diego,standing sweeping,Transition,Transition,Transition,Transition
2015-09-24 15:54:33.600,2015-09-24 15:54:46.400,SPADES_1,diego,standing sweeping,Standing and sweeping,Upright,Standing,Others
2015-09-24 15:54:46.400,2015-09-24 15:54:59.200,SPADES_1,diego,standing sweeping,Standing and sweeping,Upright,Standing,Others
2015-09-24 16:09:04.000,2015-09-24 16:09:16.800,SPADES_1,diego,orientationtest,Transition,Transition,Transition,Transition
2015-09-24 16:09:16.800,2015-09-24 16:09:29.600,SPADES_1,diego,orientationtest,Unknown,Unknown,Unknown,Unknown
2015-09-24 16:09:29.600,2015-09-24 16:09:42.400,SPADES_1,diego,orientationtest,Unknown,Unknown,Unknown,Unknown
2015-09-24 16:09:42.400,2015-09-24 16:09:55.200,SPADES_1,diego,orientationtest,Unknown,Unknown,Unknown,Unknown
2015-09-24 16:09:55.200,2015-09-24 16:10:08.000,SPADES_1,diego,orientationtest,Unknown,Unknown,Unknown,Unknown
2015-09-24 16:10:08.000,2015-09-24 16:10:20.800,SPADES_1,diego,orientationtest,Unknown,Unknown,Unknown,Unknown
2015-09-24 16:10:20.800,2015-09-24 16:10:33.600,SPADES_1,diego,orientationtest,Unknown,Unknown,Unknown,Unknown
